account_length,international_plan,voice_mail_plan,total_intl_charge,number_customer_service_calls,churn,total_call,total_minutes,total_charge
68,0,0,2.4,2,yes,343,777.5999999999999,76.4
68,0,0,2.75,3,no,305,524.9000000000001,45.550000000000004
86,0,1,2.73,0,no,319,571.5,57.08
131,0,0,2.67,1,no,329,633.9,57.75
86,0,1,3.48,1,no,303,693.6,66.87
159,0,0,2.0,2,yes,304,689.2,73.08
134,0,1,2.92,1,no,262,521.5,44.870000000000005
113,0,0,2.67,1,no,280,674.2,66.47
132,0,0,2.75,1,no,340,613.5999999999999,61.83
85,0,0,3.02,1,no,224,627.7,62.36
93,1,1,3.78,1,yes,364,538.5,57.23
174,0,1,3.92,4,yes,314,503.1,51.830000000000005
61,0,0,1.89,2,no,307,570.9,56.5
91,0,1,2.94,1,no,313,379.4,40.910000000000004
88,0,1,2.65,2,no,325,639.5,62.09
88,0,1,3.46,2,no,364,542.8,40.59
195,0,1,3.27,0,no,287,658.5,67.6
182,0,0,1.76,0,no,319,556.0999999999999,42.879999999999995
118,0,0,2.21,4,no,224,626.3000000000001,60.48
103,0,0,2.81,8,yes,355,540.9,49.92
61,0,1,2.67,3,no,308,411.0,43.48
172,0,0,1.76,1,no,337,712.0999999999999,66.46000000000001
72,0,0,3.19,1,no,319,550.7,52.02
113,0,0,2.97,2,no,310,616.9,54.53
177,0,0,3.83,1,no,328,591.7,57.38
100,0,0,2.57,6,yes,321,517.2,40.76
136,0,0,2.54,3,no,323,440.7,40.660000000000004
71,0,0,2.62,4,no,338,567.6,62.92
134,0,0,3.19,1,no,356,713.6,68.53
39,0,0,2.65,2,no,308,554.5,52.39
110,0,0,4.13,3,no,309,428.8,46.41
102,0,0,3.02,1,no,291,519.2,47.26
70,0,0,3.13,0,no,356,595.5,55.11
142,0,0,2.94,1,no,287,568.5,52.12
81,1,0,2.11,1,no,266,558.8,63.980000000000004
17,0,0,2.32,1,no,310,690.7,59.85
119,0,0,2.7,1,yes,258,745.7,76.33
105,0,0,2.35,0,yes,329,785.5999999999999,82.58
108,1,1,3.67,3,yes,298,541.8,47.33
90,0,0,3.08,2,no,357,403.9,35.46
100,0,1,3.27,1,no,365,472.7,54.82
155,0,1,1.84,1,no,262,571.3,49.31
113,0,0,2.48,2,yes,302,533.9,49.19
123,0,0,2.35,1,no,269,585.0999999999999,54.35
42,0,0,2.38,2,no,282,664.2,60.97
125,0,0,2.94,0,no,298,587.5,54.540000000000006
131,0,1,1.81,1,no,289,597.5,56.85
107,0,0,2.3,1,no,233,595.0999999999999,65.88
48,0,0,1.38,1,no,261,547.4,57.519999999999996
76,0,0,2.16,0,no,296,628.3,60.01
128,0,0,1.84,1,no,325,646.7,57.39
73,0,0,2.7,0,no,283,607.4,57.730000000000004
52,0,0,1.89,4,yes,298,464.5,45.61
126,1,1,2.59,1,no,339,460.3,43.93000000000001
137,0,0,3.0,0,no,350,655.7,64.62
71,0,0,3.19,0,yes,310,709.6,72.82
139,0,0,1.51,0,no,281,611.9,62.21000000000001
107,0,1,3.4,3,no,253,565.7,58.6
147,0,0,2.75,1,no,283,573.0999999999999,60.56
116,0,0,3.35,3,no,284,387.7,39.42
60,0,1,3.46,2,no,272,660.1,64.39
38,0,0,3.75,0,no,263,361.5,36.86
63,0,0,3.0,3,no,292,528.9,48.42999999999999
131,0,0,2.73,0,no,354,454.9,42.55
158,0,0,2.97,1,no,291,552.5,54.379999999999995
139,0,0,3.0,1,yes,334,618.8,64.21
77,0,0,0.54,1,no,335,588.6,55.06
140,0,0,2.54,3,no,302,547.9,50.7
52,0,1,3.65,1,no,293,590.3,50.59
103,0,0,3.51,5,no,317,588.9000000000001,56.0
74,0,1,2.43,1,no,314,719.9000000000001,66.64
124,0,0,3.38,2,no,275,542.9000000000001,53.449999999999996
85,0,1,1.7,5,no,298,672.4,75.24000000000001
113,0,1,2.35,5,yes,239,590.8,52.78
71,0,0,1.89,2,no,294,461.69999999999993,44.38
49,1,0,4.21,2,yes,297,614.5,65.74
106,1,0,3.59,3,yes,247,536.5,56.38
60,0,0,2.0,1,no,244,602.4,61.89
66,0,0,1.43,1,no,354,580.5,50.8
125,0,0,4.24,0,no,253,612.3,58.26
114,0,1,2.54,3,no,269,595.4000000000001,53.669999999999995
112,0,0,4.43,3,yes,307,657.7,72.71
101,0,1,2.21,2,no,320,527.3000000000001,47.720000000000006
70,0,0,3.27,0,no,272,300.9,19.98
59,0,0,2.75,0,no,325,465.29999999999995,47.57
59,0,0,3.27,1,no,296,548.4,50.870000000000005
124,0,1,3.24,2,no,218,633.3,57.06
81,0,0,2.05,2,no,264,553.2,58.44
86,0,0,1.22,0,no,283,696.6,69.04
84,0,0,2.86,0,no,260,425.3,46.64
118,0,1,3.16,1,no,340,729.9000000000001,75.21000000000001
89,0,0,2.05,1,no,340,664.8,64.37
93,0,0,3.54,3,no,267,561.9000000000001,63.74
85,0,0,2.62,2,no,280,462.2,40.64
160,0,0,2.94,0,no,265,436.3,37.75
28,0,0,2.73,3,no,291,522.3,50.989999999999995
73,0,0,2.89,1,yes,328,678.8,73.47999999999999
156,0,0,3.48,3,no,328,619.0999999999999,57.10999999999999
33,1,0,3.51,1,no,340,542.1999999999999,54.69
119,0,0,3.0,1,no,276,534.9,48.93
91,0,1,1.78,3,no,271,551.1,55.81
102,0,0,1.67,3,no,298,663.9,69.47
86,0,1,3.21,3,no,304,558.2,65.16
82,0,0,2.24,0,no,303,494.0,45.89
89,0,0,3.43,0,no,360,466.4,41.81
134,0,0,1.65,1,no,308,468.0,48.980000000000004
92,0,0,2.92,2,no,270,549.7,56.89999999999999
87,0,0,3.7,3,no,280,539.9,54.24
64,0,0,3.73,0,no,286,555.2,63.64
80,0,0,2.48,3,no,297,640.0,64.51
153,0,1,2.03,1,no,312,618.4,58.67
104,0,1,3.0,1,no,313,566.5999999999999,56.269999999999996
87,0,0,3.62,1,no,303,494.2,51.870000000000005
159,0,1,3.4,2,no,272,531.8,51.809999999999995
119,0,0,3.62,2,no,361,529.0,50.870000000000005
69,0,0,3.81,1,no,328,603.8,54.14
87,1,1,2.92,1,no,337,584.6,55.13
93,0,0,2.35,1,yes,309,783.3,82.33
154,1,0,3.89,0,yes,316,535.0,50.64
57,0,1,3.19,1,no,308,635.5,64.95
130,0,0,3.08,5,no,305,592.3,53.88
151,0,0,3.56,2,no,254,592.0,52.64
162,0,0,2.81,2,yes,223,747.3,71.99
60,0,0,3.94,1,no,337,682.6,57.2
81,0,0,2.35,3,no,229,706.0,68.8
132,0,0,2.16,3,no,328,553.9,62.15
86,0,0,1.81,1,no,325,482.6,41.81
136,0,0,2.73,1,yes,313,756.1,76.91
121,0,1,2.86,1,no,315,528.4,47.95
105,0,1,2.62,2,no,352,533.9,42.08
51,0,1,3.02,1,no,249,681.3,70.8
64,0,0,1.73,3,no,309,479.79999999999995,44.82
80,1,1,2.7,0,no,355,564.5,55.129999999999995
56,0,0,3.67,4,no,316,601.5,65.99
120,0,0,3.0,1,no,305,591.6999999999999,53.019999999999996
103,0,0,3.29,3,no,333,607.3,60.36
164,0,1,2.59,3,no,342,572.6,52.480000000000004
116,0,1,1.89,2,no,276,627.0,62.17999999999999
121,0,0,2.03,1,no,297,578.3,57.5
55,1,0,2.21,1,no,310,660.3,70.28
183,0,0,2.62,2,no,316,544.8,47.650000000000006
90,0,0,1.92,1,no,325,474.1,47.41
101,0,0,3.59,3,no,318,554.0,50.79
9,0,1,3.11,2,no,291,496.0,40.54
97,0,0,3.27,0,no,254,737.5,69.79
94,0,0,2.4,3,yes,309,720.6,73.82
127,0,1,1.97,0,no,271,696.0,67.47999999999999
125,0,1,2.78,0,no,322,608.1999999999999,69.81000000000002
90,0,0,2.73,2,no,385,495.20000000000005,41.69
67,0,0,2.48,2,no,256,580.2,51.830000000000005
113,0,0,3.29,1,no,243,571.5,58.459999999999994
121,0,1,4.08,0,no,303,644.5,60.48
93,0,0,2.67,4,no,273,545.3,54.349999999999994
121,0,0,3.32,1,no,274,432.5,47.28
53,0,0,2.65,0,yes,336,688.0,73.64
75,0,0,3.54,1,no,279,531.3,54.86
132,0,0,1.13,2,no,311,742.2,68.61
162,0,0,1.76,3,no,341,445.4,46.769999999999996
140,0,0,3.05,1,no,338,634.5,58.24
91,0,0,1.78,2,no,335,625.5,56.8
73,0,1,2.38,2,no,369,536.4,54.47
95,1,0,2.73,4,yes,325,692.6,70.0
145,0,0,3.54,0,no,360,655.1,65.12
100,0,0,1.16,1,no,270,396.99999999999994,41.309999999999995
122,0,0,3.54,2,no,311,671.6999999999999,67.5
109,0,0,3.21,0,no,260,737.0,70.22
82,0,0,2.73,1,no,316,536.0,47.14
65,0,1,2.65,0,no,281,636.5999999999999,64.26
52,0,0,2.24,3,no,266,485.5,47.65
136,0,1,2.38,2,no,281,565.6,54.339999999999996
75,0,0,3.0,1,no,299,507.29999999999995,46.269999999999996
146,0,0,3.4,1,no,247,603.1,51.39
105,0,0,3.0,4,no,308,589.5,55.31
48,0,0,4.43,2,no,281,558.0,59.05000000000001
45,0,0,3.0,1,no,293,685.2,61.379999999999995
33,0,0,2.03,2,no,243,563.8,57.470000000000006
68,0,0,2.92,2,no,342,566.4,58.58
106,0,0,3.48,0,no,255,608.1999999999999,61.099999999999994
94,0,1,4.35,0,no,261,464.5,54.580000000000005
65,0,0,2.65,2,no,272,536.6,51.53999999999999
85,0,0,2.65,1,no,333,585.1999999999999,53.09
71,0,0,2.73,3,yes,326,807.5999999999999,82.79999999999998
112,0,1,3.59,0,no,308,359.3,30.38
110,0,0,1.86,0,no,299,548.2,50.97
111,0,0,3.43,2,no,296,642.4,68.38
74,0,0,2.62,2,yes,300,714.1,77.44999999999999
105,0,0,2.94,2,no,267,461.4,43.080000000000005
40,0,0,2.59,0,no,265,629.4,67.96000000000001
128,1,1,3.67,0,yes,300,601.5,61.26
123,0,0,2.73,2,yes,300,737.0999999999999,73.65
122,0,0,2.57,0,no,248,525.7,50.169999999999995
114,0,1,3.4,3,no,321,556.2,54.02
102,0,1,2.75,2,no,276,502.3,46.849999999999994
126,0,0,3.89,0,no,266,560.0,43.25
150,0,0,3.29,4,yes,271,507.1,48.269999999999996
60,0,0,3.16,2,yes,292,788.2,81.93
123,0,0,3.59,3,no,279,607.7,66.69
29,0,0,3.83,1,no,232,470.6,50.68
111,0,0,3.21,4,no,327,569.6,59.900000000000006
37,1,0,2.65,0,yes,305,582.3,55.14
111,0,0,3.13,0,yes,293,724.0,73.5
81,0,0,3.7,1,no,257,600.5,54.989999999999995
46,0,0,3.43,1,no,296,513.1,45.44
69,0,1,4.43,0,no,269,787.3,78.89999999999999
125,0,0,2.19,1,no,277,456.2,40.099999999999994
43,0,0,2.89,3,no,310,467.4,30.85
94,0,0,2.62,1,no,308,688.3,68.81
46,0,0,3.02,3,no,271,619.2,60.69
73,0,1,2.75,2,no,291,459.4,41.33
146,0,1,2.0,2,no,355,682.9,59.02
93,0,0,2.94,1,no,281,660.2,69.76
52,0,1,2.97,1,no,262,588.5,51.97
129,0,1,2.78,2,no,277,615.4,60.81
94,0,0,3.51,1,no,238,687.4,65.67999999999999
100,0,0,3.02,0,no,350,532.0,52.83
43,0,0,3.05,1,no,291,668.9,66.61999999999999
130,0,0,2.4,0,no,306,582.6999999999999,61.11
124,0,0,2.94,3,no,341,653.0,61.08
92,1,0,3.24,3,yes,327,743.9000000000001,73.3
48,0,0,3.56,4,no,271,578.8,56.23
98,0,1,1.78,2,no,314,577.1,48.56999999999999
100,0,0,3.38,1,yes,325,453.1,40.870000000000005
164,0,0,3.43,1,no,241,459.20000000000005,42.879999999999995
105,0,0,2.92,1,no,304,670.5999999999999,61.72
89,1,0,2.94,0,no,325,530.3,56.43
126,0,0,3.43,3,yes,296,678.5,72.24000000000001
96,0,0,2.7,1,no,266,596.4,53.83
120,0,1,3.13,0,no,255,609.5999999999999,71.41
212,0,0,3.4,2,yes,342,711.8,72.46000000000001
72,0,0,2.59,2,no,310,554.8,47.910000000000004
155,1,1,3.0,1,no,333,497.59999999999997,54.42
89,0,0,2.57,2,no,281,415.2,37.09
126,1,0,3.38,2,no,342,729.4000000000001,67.38000000000001
172,0,0,3.24,2,yes,317,695.1,75.28999999999999
75,0,0,3.05,3,no,293,628.9,64.07000000000001
143,0,0,2.75,2,no,331,547.4,53.87
166,1,0,3.56,0,yes,281,547.3,41.16
132,0,0,3.51,1,no,326,652.0999999999999,60.400000000000006
94,1,0,2.13,1,yes,276,602.3,51.89
99,0,0,3.27,0,no,251,533.1,52.99
136,0,1,1.86,1,no,309,718.2,69.95
119,0,0,2.0,1,no,297,709.4,71.53999999999999
115,1,0,2.67,3,yes,277,622.1,69.5
160,0,0,3.51,2,no,316,592.9,57.81999999999999
120,0,0,1.81,1,no,309,577.3,51.0
173,0,0,2.78,1,no,351,469.2,51.78
156,0,0,2.86,0,no,267,610.4,57.18000000000001
70,0,0,2.94,0,no,301,657.7,60.82
41,0,0,1.84,1,no,317,601.0,58.269999999999996
132,0,0,3.02,0,no,258,596.2,61.25000000000001
93,0,0,2.11,2,no,258,604.7,56.23
109,0,0,3.54,2,no,278,624.8,58.26
80,0,0,1.97,0,no,305,501.99999999999994,45.760000000000005
54,0,1,3.13,2,no,305,384.7,36.57
121,0,0,0.78,2,no,332,559.1,51.22
157,0,1,4.05,1,no,328,617.6,63.42999999999999
138,0,0,3.78,3,no,341,607.0,57.010000000000005
92,0,1,3.19,1,no,297,666.7,62.19
126,0,0,3.51,1,no,302,532.0,53.78
41,0,0,2.94,3,yes,281,785.7,77.45
167,0,0,3.35,4,yes,296,559.0,53.230000000000004
91,0,0,1.97,2,no,310,680.4,58.86
127,0,0,2.62,3,no,312,435.2,38.67
88,0,1,2.94,1,no,302,534.4,45.800000000000004
113,0,0,1.46,1,no,304,398.6,36.08
78,0,0,1.43,2,no,275,583.1,55.61
136,1,1,2.43,2,no,287,559.2,45.02
68,0,1,1.65,1,no,292,552.8,52.24999999999999
132,0,1,3.11,0,no,238,617.5999999999999,62.339999999999996
110,0,0,2.3,2,no,249,660.8,66.86
121,0,0,2.27,1,no,281,513.9,50.21000000000001
116,0,0,3.78,2,no,359,463.4,39.28
112,1,1,2.81,1,no,255,549.2,57.66
97,1,0,2.97,4,yes,316,679.1,60.46
43,0,0,1.84,2,no,374,453.1,45.12
110,0,0,3.02,3,no,344,523.3,48.05
67,0,0,2.86,1,no,362,564.7,56.87
166,0,0,2.65,0,no,326,471.1,45.06
129,0,0,2.59,1,no,321,606.5999999999999,56.28
103,1,0,1.84,3,no,270,474.1,48.58
71,0,0,3.16,0,yes,261,724.3,75.06
112,0,1,3.0,4,no,321,629.0,63.98
98,0,0,3.35,0,yes,265,717.6999999999999,71.58
90,0,0,3.51,1,no,348,611.9000000000001,60.93
58,0,0,3.19,2,no,279,607.2,64.67
116,0,0,3.05,5,yes,298,600.1,53.58
87,0,0,2.32,3,no,264,626.9000000000001,60.32
120,0,0,2.75,2,no,259,563.2,56.78
97,0,1,3.27,0,no,284,604.6,55.6
134,0,0,2.97,6,no,297,513.5999999999999,54.419999999999995
68,0,0,4.19,2,no,229,493.5,45.53
93,0,0,3.27,1,no,246,621.3,57.92
120,0,0,2.84,1,no,321,502.2,48.24999999999999
41,0,0,2.75,2,no,337,678.7,69.21
80,0,0,2.05,2,no,255,574.3,59.96
83,0,1,4.75,2,no,317,691.4,65.05
109,1,0,2.11,2,no,345,533.5,58.349999999999994
66,0,1,1.92,3,no,305,371.09999999999997,32.19
104,0,0,3.35,0,no,278,514.4000000000001,41.519999999999996
89,0,0,2.97,1,no,284,586.2,51.32
127,0,0,2.7,2,no,298,569.4,61.080000000000005
117,0,1,2.62,1,no,237,593.0999999999999,58.75
128,0,0,3.89,2,no,342,609.4000000000001,65.76
88,0,0,1.84,4,yes,280,588.7,54.5
61,0,0,4.67,1,yes,341,678.1,71.11999999999999
22,0,0,2.51,2,no,352,587.0,57.09
78,0,0,3.7,0,no,286,507.49999999999994,49.21000000000001
56,0,1,1.32,1,no,327,408.4,28.86
192,0,0,3.08,2,no,291,622.3,60.13
70,0,0,2.32,2,no,320,523.5,49.949999999999996
65,0,1,2.38,2,no,297,505.7,56.17
119,0,0,3.05,1,no,249,534.9,49.39
80,0,0,3.46,0,no,309,598.8000000000001,59.69
152,0,1,3.59,5,no,346,716.4,70.49000000000001
113,0,0,3.89,3,no,249,430.0,38.03
75,0,0,1.94,1,no,377,712.0999999999999,66.67999999999999
80,0,0,1.73,1,no,267,456.1,51.80000000000001
63,1,0,2.4,1,no,281,524.8,39.599999999999994
97,0,1,1.81,1,no,245,529.1,51.86
166,0,0,3.05,0,no,317,448.9,44.47
94,0,0,0.7,1,no,306,612.5999999999999,60.14
85,0,1,3.65,1,no,275,662.7,65.15
80,1,0,1.94,1,yes,279,682.4000000000001,73.1
210,0,1,2.73,3,no,287,654.2,74.57000000000001
88,1,1,3.51,1,no,305,720.3,76.62
100,0,0,2.54,4,no,232,667.3000000000001,69.56
154,0,1,3.94,1,no,242,400.6,33.5
32,0,1,2.43,1,no,394,653.6,69.33
18,0,0,2.35,3,no,309,602.7,59.89
126,0,1,2.35,0,no,267,754.4000000000001,78.82
29,0,0,3.46,2,yes,360,747.9,81.46
86,0,1,3.05,0,no,299,552.2,50.709999999999994
138,0,1,2.21,0,no,345,412.0,34.97
175,0,0,2.35,1,no,277,676.5999999999999,56.190000000000005
74,0,0,3.16,2,no,301,654.3,55.43
48,0,0,2.05,2,no,326,470.4,49.019999999999996
74,0,1,2.67,4,no,204,639.5,68.33999999999999
105,1,0,2.08,0,no,348,618.8,62.199999999999996
157,0,0,1.59,3,no,207,549.5,54.0
217,0,0,3.59,0,no,321,641.8,54.28000000000001
68,0,0,2.27,1,no,221,686.7,63.339999999999996
80,0,0,2.57,1,no,328,536.0,45.69
38,0,1,3.62,2,no,332,582.7,56.57000000000001
140,0,0,3.4,3,no,235,608.1,54.58
98,0,0,1.27,5,yes,321,464.6,54.120000000000005
114,0,0,3.4,2,no,295,532.2,50.16
46,0,0,3.19,1,no,299,568.5999999999999,52.56
118,0,1,2.81,0,no,315,586.6,51.68
37,0,0,1.78,3,no,305,626.3,68.35
98,1,1,2.92,1,no,227,722.2,74.9
113,0,0,2.89,3,yes,363,709.5,72.98
69,0,0,3.21,0,no,228,615.2,61.67
121,0,0,2.84,2,no,355,488.79999999999995,46.559999999999995
59,1,1,2.46,1,no,236,643.0,64.71000000000001
59,0,0,2.0,0,no,348,526.2,52.03
190,0,0,1.78,0,no,309,434.1,44.51
109,0,0,2.75,1,no,277,612.0,59.01
136,0,0,3.48,2,no,304,524.0,43.9
106,0,0,2.38,0,no,277,659.9,60.72
129,0,0,3.11,2,no,286,594.7,54.75000000000001
99,0,0,1.62,1,no,306,678.1,68.69
61,0,1,2.94,3,no,271,673.0999999999999,72.16
71,0,0,3.27,1,no,269,559.2,57.989999999999995
4,1,0,2.4,0,no,264,655.2,59.78999999999999
148,0,1,3.65,3,no,301,680.3,68.80000000000001
141,0,0,2.92,1,no,327,697.9,60.04
56,0,0,2.48,0,no,264,652.4,55.47
160,0,0,3.11,3,no,253,562.5,64.81
42,0,0,1.89,2,no,266,501.2,51.260000000000005
135,1,0,3.48,1,no,306,465.1,46.82000000000001
106,0,0,1.7,3,no,250,528.0,57.849999999999994
83,0,1,2.35,3,no,311,706.3,75.98
110,0,0,3.16,1,no,327,506.59999999999997,47.89
153,0,0,4.19,1,no,229,785.3,65.19
109,0,1,2.86,5,no,315,766.0,73.92
31,0,0,2.21,1,no,256,570.8,54.51
124,0,0,2.11,4,yes,322,588.3,53.61
110,0,0,2.65,2,yes,352,748.0,77.04
124,0,0,3.78,0,no,331,619.9,64.30000000000001
82,0,0,2.54,6,yes,254,486.29999999999995,48.04
69,0,0,2.86,1,no,327,569.1,52.06
103,0,0,2.84,1,no,283,538.2,51.99
16,0,0,2.21,2,no,300,541.2,49.06
119,0,0,2.7,3,no,270,436.4,37.87
124,1,0,2.7,3,yes,267,529.7,51.69
122,0,1,3.13,1,no,310,675.8,63.3
139,0,0,2.24,4,no,301,667.0999999999999,66.14
67,0,0,3.02,2,no,296,552.0,48.489999999999995
84,0,0,2.4,1,no,278,445.29999999999995,41.22
101,0,1,3.4,0,no,249,580.0,57.92
61,0,0,2.75,2,no,327,555.8,54.77
120,1,0,3.73,1,yes,259,540.5,53.61
95,0,0,2.21,1,no,306,569.9000000000001,59.82000000000001
98,0,0,0.0,0,no,282,632.5,69.99
114,0,0,1.24,2,no,298,516.0,50.36
68,1,1,3.65,1,yes,294,571.1,57.01
149,0,1,3.05,2,no,314,684.4,72.64
176,0,0,2.35,0,no,334,339.0,40.97
152,0,0,0.92,2,no,309,611.6,55.74
118,0,0,3.46,0,no,225,558.4,54.24
102,0,0,3.54,2,yes,296,688.0,73.55
118,0,0,3.38,2,no,319,719.5,69.49
105,0,0,1.57,2,yes,329,832.6,83.28
71,0,0,3.94,0,no,340,411.1,39.38
71,0,1,3.54,1,no,270,572.7,48.900000000000006
68,0,0,2.54,2,no,316,583.9,62.019999999999996
66,0,0,2.84,3,no,266,393.5,36.09
101,0,0,0.0,3,no,374,634.7,65.04
116,0,0,3.59,0,no,250,502.20000000000005,45.06999999999999
54,0,1,3.7,0,no,207,588.7,57.65
112,0,1,3.11,1,no,305,726.9,67.11
122,0,1,3.78,1,no,288,498.70000000000005,46.81999999999999
74,0,0,1.78,3,no,300,627.1,68.97
90,0,0,2.05,1,no,270,577.6,63.21
85,0,0,2.67,4,no,306,551.9000000000001,54.52
100,0,0,4.91,1,no,270,664.7,61.94
114,0,0,2.73,2,no,308,556.3,54.7
83,0,0,2.75,0,no,314,637.0999999999999,67.24
157,1,0,2.27,0,no,309,601.7,57.39
51,0,0,2.81,2,no,329,509.5,38.620000000000005
42,0,0,1.57,1,yes,236,683.1999999999999,78.02
112,0,0,3.4,3,no,317,511.0,55.34
56,0,0,3.19,2,no,303,585.3,56.22
53,0,0,2.73,9,yes,364,588.5999999999999,60.37
64,0,1,2.05,1,no,231,562.2,55.59
123,0,0,2.94,0,no,352,391.3,44.22
68,0,1,2.59,2,no,328,555.9,49.72
40,1,0,1.73,0,no,300,699.3,69.7
132,0,0,3.75,0,no,264,707.0999999999999,68.71
120,1,0,2.0,2,yes,290,562.3,57.93000000000001
108,0,1,2.46,6,yes,317,508.8,53.48
122,0,0,3.29,0,no,304,658.5,59.22
130,0,1,2.92,2,no,300,571.4000000000001,53.35
139,0,1,2.24,0,no,258,382.6,37.73
57,0,0,3.02,3,no,344,586.1,57.04
128,0,0,3.86,4,no,270,692.3,63.86
127,1,0,2.86,2,no,289,588.0,61.739999999999995
177,0,0,3.11,1,no,268,510.1,51.089999999999996
121,0,0,3.02,1,no,276,438.7,47.89
99,1,1,2.27,0,no,300,594.5,54.349999999999994
126,1,0,3.08,1,yes,292,704.9,72.95
77,0,1,4.13,5,yes,323,460.1,47.06999999999999
21,0,0,3.51,2,no,345,462.0,40.209999999999994
56,0,0,4.19,1,no,232,536.7,57.52
92,0,1,1.73,1,yes,358,534.9,57.38
81,0,0,2.48,2,no,311,615.2,57.4
139,1,1,3.62,1,yes,266,617.8,61.260000000000005
68,0,0,2.84,1,no,286,600.3000000000001,62.2
183,0,1,2.35,2,no,349,552.1,47.07
90,0,0,2.94,0,no,349,434.70000000000005,42.13
165,0,0,2.51,1,no,263,608.0,57.91
89,0,0,2.03,1,yes,319,654.3,76.83
59,0,0,4.0,0,no,256,697.8,63.709999999999994
16,1,0,1.73,0,no,239,447.8,39.79
114,0,0,2.43,5,yes,336,584.0,51.120000000000005
113,0,0,3.21,2,no,336,588.1,56.239999999999995
120,0,0,2.51,2,no,280,431.59999999999997,39.160000000000004
115,0,0,2.97,0,no,283,625.9,60.61
132,0,0,2.94,4,yes,279,509.00000000000006,52.99000000000001
1,0,0,1.0,0,no,271,433.2,44.419999999999995
97,0,1,1.73,1,no,336,471.29999999999995,43.76
55,0,1,2.32,2,no,282,490.2,43.12
75,0,0,3.54,1,no,350,602.5,50.56999999999999
83,0,0,2.57,2,no,275,590.6,54.59
40,0,0,3.05,6,yes,295,503.9,41.3
101,0,1,2.7,2,no,267,680.6,68.77
120,0,1,4.21,0,no,298,575.5,51.82
183,0,1,2.75,1,no,263,561.3,54.400000000000006
75,0,0,3.59,4,yes,327,550.4,48.76
80,0,0,3.27,2,no,327,596.1,62.629999999999995
88,0,0,3.05,0,no,320,474.6,38.01
63,0,0,3.59,1,no,339,599.2,62.08
105,0,1,2.24,4,yes,328,680.0999999999999,54.269999999999996
92,0,0,2.97,2,no,305,631.5,62.760000000000005
177,0,0,3.94,1,no,320,543.1999999999999,53.150000000000006
118,0,0,1.89,0,no,367,566.1,58.510000000000005
111,0,1,3.27,1,no,296,532.1,52.55
82,0,1,1.27,3,no,313,672.5,65.46000000000001
74,0,0,2.97,0,no,303,440.1,38.61
121,0,1,2.62,5,no,331,669.5000000000001,74.19
131,0,0,3.13,1,no,304,549.2,57.379999999999995
125,0,0,3.13,2,no,334,536.1,51.53
19,0,0,3.48,1,no,331,551.3,55.169999999999995
138,0,0,3.73,3,no,302,484.4,56.82
119,0,0,2.05,3,no,329,653.9,67.22999999999999
137,0,0,3.21,1,no,309,596.1,49.77
135,0,0,3.7,1,no,285,459.59999999999997,51.24
134,0,1,2.7,1,no,229,591.1,61.87
45,0,0,2.62,1,no,329,572.5999999999999,47.66
129,0,0,1.92,1,no,368,508.1,45.5
142,0,0,2.81,4,no,302,617.4,64.12
130,0,1,3.29,1,no,282,612.3,58.06999999999999
105,0,0,3.97,4,no,261,609.3,60.879999999999995
119,0,0,2.65,2,no,278,502.3,42.370000000000005
78,0,0,3.11,0,no,325,588.0999999999999,61.16
92,0,0,2.94,2,no,306,516.9,52.51
146,0,1,2.73,2,no,261,585.9,55.9
125,0,1,2.54,1,no,300,416.70000000000005,36.65
88,0,0,2.24,3,no,261,547.8,54.41
83,0,1,2.84,0,no,263,501.9,41.68
3,1,0,2.08,1,no,281,586.7,56.33
48,0,0,2.24,3,no,364,509.0,48.03
189,0,0,1.51,3,no,327,598.4,62.19
129,0,0,2.75,1,yes,325,508.8,49.150000000000006
66,0,1,2.3,0,no,244,651.3,57.76
80,0,1,2.51,0,no,299,522.9000000000001,54.1
84,0,0,2.67,1,no,275,553.0,50.099999999999994
96,0,0,2.46,1,no,307,666.0999999999999,63.209999999999994
123,0,1,3.56,1,no,270,741.7,77.78
105,1,0,2.78,3,no,294,694.5,61.75
80,0,0,3.05,1,no,342,568.0,58.53
157,0,0,2.75,2,no,237,642.2,65.05
67,0,1,3.48,2,no,306,637.2,63.41
141,0,1,3.32,0,no,340,683.3,56.42
79,0,1,3.24,1,no,258,759.8,74.32
76,0,0,1.46,0,no,277,475.29999999999995,48.28
94,0,0,1.81,0,no,346,544.3000000000001,54.45
143,0,0,2.84,4,yes,280,532.3,53.379999999999995
138,0,0,2.65,2,no,323,569.1,47.239999999999995
73,0,0,2.3,0,no,203,545.9000000000001,55.650000000000006
21,0,0,3.05,5,yes,243,539.5,42.33
148,0,1,2.19,1,no,340,552.9,63.72
143,0,1,2.11,1,no,345,487.20000000000005,46.339999999999996
79,0,1,1.13,2,no,270,398.8,32.33
89,0,0,2.75,1,no,323,488.4,45.08
120,0,0,3.73,1,no,296,633.8,69.08
121,0,1,2.59,1,no,295,604.3,63.8
101,0,0,3.62,0,no,266,575.2,51.769999999999996
168,0,0,2.67,2,no,304,655.2,59.550000000000004
138,0,0,3.56,1,no,346,617.0,65.01
43,0,0,3.4,0,no,319,528.8,47.3
117,0,1,2.35,2,no,352,501.19999999999993,53.71
108,0,0,2.94,2,no,317,387.4,32.400000000000006
118,0,0,2.7,2,no,335,693.7,64.22
